"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Player position","type_value_Team formation","type_value_Resume","type_value_Team player formation","type_value_Team kit","type_value_Captain","type_value_Jersey number","type_value_Involved","type_value_Direction of Play","type_value_Pass End X","type_value_Kick Off","type_value_Angle","type_value_Pass End Y","type_value_Length","type_value_Zone","type_value_Chipped","type_value_Launch","type_value_Long ball","type_value_Head pass","type_value_Players caught offside","type_value_Free kick taken","type_value_Indirect","type_value_Not visible","type_value_Regular play","type_value_Assist","type_value_Intentional
assist","type_value_Goal mouth z coordinate","type_value_GK Y Coordinate","type_value_Left footed","type_value_Related event ID","type_value_Goal mouth y coordinate","type_value_Low right","type_value_Big Chance","type_value_Assisted","type_value_Box-deep left","type_value_Keeper Touched","type_value_First Touch","type_value_GK X blocked","type_value_Throw-in","type_value_In-swinger","type_value_Cross","type_value_Head","type_value_Offensive","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Defensive","type_value_Right footed","type_value_Out-swinger","type_value_Direct","type_value_Attempted Tackle","type_value_Foul","type_value_Goal Kick","type_value_Low","type_value_Out of play","type_value_Keeper Throw","type_value_Blocked
Pass","type_value_Lay-off","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Shirt Pull/Holding","type_value_Yellow Card","type_value_Fast Break","type_value_Fast break","type_value_High centre","type_value_Volley","type_value_Box-centre","type_value_Out of box-centre","type_value_Individual Play","type_value_Blocked x co-ordinate","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_Close left","type_value_Switch of play","type_value_High","type_value_Overrun","type_value_Pull Back","type_value_From corner","type_value_Blocked","type_value_Def block","type_value_Blocked cross","type_value_Flick-on","type_value_Through ball","type_value_Low left","type_value_Diving","type_value_Out of box-deep left","type_value_Deflection","type_value_Parried danger","type_value_Dangerous play","type_value_Box-left","type_value_Parried safe","type_value_Over-arm","type_value_Small box-left","type_value_Box-right","type_value_End type","type_value_Tactical","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Formation slot","type_value_Box-deep right","type_value_High Right","type_value_Strong","type_value_Captain change","type_value_Small box-right","type_value_Set piece","type_value_Leading to attempt","type_value_1 on 1","type_value_Close left and high","type_value_Gk kick from hands","type_value_Shove/push","type_value_Straight","type_value_Standing","type_value_High claim","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Pass End X","value_Kick Off","value_Angle","value_Pass End Y","value_Length","value_Zone","value_Chipped","value_Launch","value_Long ball","value_Head pass","value_Players caught offside","value_Free kick taken","value_Indirect","value_Not visible","value_Regular play","value_Assist","value_Intentional
assist","value_Goal mouth z coordinate","value_GK Y Coordinate","value_Left footed","value_Related event ID","value_Goal mouth y coordinate","value_Low right","value_Big Chance","value_Assisted","value_Box-deep left","value_Keeper Touched","value_First Touch","value_GK X blocked","value_Throw-in","value_In-swinger","value_Cross","value_Head","value_Offensive","value_Opposite related event ID","value_Opposite
related
event ID","value_Defensive","value_Right footed","value_Out-swinger","value_Direct","value_Attempted Tackle","value_Foul","value_Goal Kick","value_Low","value_Out of play","value_Keeper Throw","value_Blocked
Pass","value_Lay-off","value_Left","value_Right","value_Corner taken","value_Shirt Pull/Holding","value_Yellow Card","value_Fast Break","value_Fast break","value_High centre","value_Volley","value_Box-centre","value_Out of box-centre","value_Individual Play","value_Blocked x co-ordinate","value_Blocked y co-ordinate","value_Low centre","value_Hands","value_Collected","value_Stooping","value_Close left","value_Switch of play","value_High","value_Overrun","value_Pull Back","value_From corner","value_Blocked","value_Def block","value_Blocked cross","value_Flick-on","value_Through ball","value_Low left","value_Diving","value_Out of box-deep left","value_Deflection","value_Parried danger","value_Dangerous play","value_Box-left","value_Parried safe","value_Over-arm","value_Small box-left","value_Box-right","value_End type","value_Tactical","value_Detailed Position ID","value_Position Side ID","value_Formation slot","value_Box-deep right","value_High Right","value_Strong","value_Captain change","value_Small box-right","value_Set piece","value_Leading to attempt","value_1 on 1","value_Close left and high","value_Gk kick from hands","value_Shove/push","value_Straight","value_Standing","value_High claim","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
658,67,48,"cobffe32r7g4skka9m19qib63",64.26,25.636,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"a5x0poaqzssg2yuou57qgyead",65.31,46.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.85,2727981099,1,"Chumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.2",NA,"1.52","68.1","20.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1275,0.0199707,0.01935132,-0.000619379999999999,"Levante UD",0.0351332847466068,0,87.0922546890671,"Chumi",1275,88,"UD Almería",1275
659,67,49,"cobffe32r7g4skka9m19qib63",67.41,46.784,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"4hhuyat3grozmgba4f55zyajt",75.915,58.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8666666666667,2727981285,1,"Edgar Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.3",NA,"0.93","85.6","14.2","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1276,0.01935132,0.02401521,0.00466389,"Levante UD",1.86308549971457,0,53.3328586160634,"E. Gonzalez",1276,88,"UD Almería",1276
659.5,67,50,"cobffe32r7g4skka9m19qib63",75.915,58.208,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"cspjsye2x9pmnvdxjmghwnyi2",71.4,65.008,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,71.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1277,0.02401521,0.02122129,-0.00279392,"Levante UD",0,-7.88019883675131,123.582990930514,NA,1277,88,"UD Almería",1277
660,67,51,"cobffe32r7g4skka9m19qib63",71.4,65.008,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cspjsye2x9pmnvdxjmghwnyi2",74.34,57.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,2727981543,1,"Nico Melamed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.8",NA,"5.08","84.5","8.1","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1278,0.02122129,0.02401521,0.00279392,"Levante UD",7.11571317550717,0,-68.7187304813573,"N. Melamed",1278,88,"UD Almería",1278
661,67,52,"cobffe32r7g4skka9m19qib63",70.35,56.236,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cmxmyld8l4gjy03zxskyxf5gq",64.47,63.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9166666666667,2727981751,1,"Bruno Langa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61.4",NA,"2.28","92.7","9.0","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1279,0.02401521,0.0174506,-0.00656461,"Levante UD",-8.68636585188818,0,130.850164709018,"B. Langa",1279,88,"UD Almería",1279
661.5,67,53.5,"cobffe32r7g4skka9m19qib63",64.47,63.036,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"cspjsye2x9pmnvdxjmghwnyi2",69.09,51.68,NA,NA,NA,NA,NA,627,NA,NA,NA,NA,71.9416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1280,0.0174506,0.01870347,0.00125287,"Levante UD",0,9.83112633824533,-67.8618666949258,NA,1280,88,"UD Almería",1280
627,67,55,"cobffe32r7g4skka9m19qib63",69.09,51.68,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cspjsye2x9pmnvdxjmghwnyi2",65.73,41.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9666666666667,2727974957,1,"Nico Melamed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.6",NA,"4.41","60.3","11.2","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1281,0.02401521,0.0199707,-0.00404451,"Levante UD",0.136663156309737,0,-107.47007212924,"N. Melamed",1281,88,"UD Almería",1281
628,67,57,"cobffe32r7g4skka9m19qib63",65.31,41.004,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"baax58gbtxlbuj3duulpms4q1",66.045,17.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2727975035,1,"I. Baba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.9",NA,"4.74","25.8","23.5","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1282,0.0199707,0.01935132,-0.000619379999999999,"Levante UD",-1.98494927482309,0,-88.2055146044899,"I. Baba",1282,88,"UD Almería",1282
628.5,67,58.5,"cobffe32r7g4skka9m19qib63",66.045,17.544,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"a5x0poaqzssg2yuou57qgyead",61.425,12.172,NA,NA,NA,NA,NA,629,NA,NA,NA,NA,72.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1283,0.01935132,0.01611813,-0.00323319,"Levante UD",0,-6.44825546942527,-130.696021522559,NA,1283,88,"UD Almería",1283
629,68,0,"cobffe32r7g4skka9m19qib63",61.425,12.172,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"a5x0poaqzssg2yuou57qgyead",72.555,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.05,2727975133,1,"Chumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.1",NA,"5.62","5.0","14.2","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1284,0.01870347,0.02122129,0.00251782,"Levante UD",4.13782412629652,0,-38.2430639175506,"Chumi",1284,88,"UD Almería",1284
630,68,4,"cobffe32r7g4skka9m19qib63",71.925,6.256,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6mz6fzrfndfv7zpm38a6msmw9",54.81,35.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1166666666667,2727975231,1,"Alex Pozo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.2",NA,"2.10","51.8","33.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1285,0.02122129,0.01689528,-0.00432601,"Levante UD",-7.03450284924306,0,120.575628356001,"A. Pozo",1285,88,"UD Almería",1285
631,68,7,"cobffe32r7g4skka9m19qib63",54.81,35.224,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"4hhuyat3grozmgba4f55zyajt",62.475,44.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1666666666667,2727975287,1,"Edgar Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59.5",NA,"0.90","66.0","12.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1286,0.01689528,0.01935132,0.00245604,"Levante UD",6.31016203420318,0,51.5572091787616,"E. Gonzalez",1286,88,"UD Almería",1286
