"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Zone","type_value_PassEndX","type_value_Length","type_value_Angle","type_value_Chipped","type_value_Longball","type_value_ThrowIn","type_value_Offensive","type_value_Foul","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_FreekickTaken","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HeadPass","type_value_LayOff","type_value_GoalKick","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_BlockedX","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_RightFoot","type_value_BoxLeft","type_value_RelatedEventId","type_value_Assisted","type_value_LowCentre","type_value_FastBreak","type_value_IndividualPlay","type_value_Hands","type_value_Collected","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_Red","type_value_JerseyNumber","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_PlayerPosition","type_value_CaptainPlayerId","type_value_DirectFreekick","type_value_Blocked","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_LastMan","type_value_Cross","type_value_LeftFoot","type_value_BigChance","type_value_RegularPlay","type_value_BoxCentre","type_value_LowRight","type_value_Head","type_value_IntentionalAssist","type_value_FirstTouch","type_value_Throughball","type_value_Volley","type_value_StandingSave","type_value_Yellow","type_value_MissLeft","type_value_GoalDisallowed","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_HighClaim","type_value_MissRight","type_value_CornerTaken","type_value_FromCorner","type_value_HighLeft","type_value_FormationSlot","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_SixYardBlock","type_value_LowLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_OverRun","type_value_SetPiece","value_PassEndY","value_Zone","value_PassEndX","value_Length","value_Angle","value_Chipped","value_Longball","value_ThrowIn","value_Offensive","value_Foul","value_OppositeRelatedEvent","value_Defensive","value_FreekickTaken","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HeadPass","value_LayOff","value_GoalKick","value_ShotAssist","value_KeyPass","value_BlockedY","value_BlockedX","value_GoalMouthZ","value_GoalMouthY","value_RightFoot","value_BoxLeft","value_RelatedEventId","value_Assisted","value_LowCentre","value_FastBreak","value_IndividualPlay","value_Hands","value_Collected","value_DivingSave","value_KeeperSaveInTheBox","value_KeeperThrow","value_Red","value_JerseyNumber","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_PlayerPosition","value_CaptainPlayerId","value_DirectFreekick","value_Blocked","value_OutOfBoxCentre","value_OutfielderBlock","value_LastMan","value_Cross","value_LeftFoot","value_BigChance","value_RegularPlay","value_BoxCentre","value_LowRight","value_Head","value_IntentionalAssist","value_FirstTouch","value_Throughball","value_Volley","value_StandingSave","value_Yellow","value_MissLeft","value_GoalDisallowed","value_BoxRight","value_MissHigh","value_HighRight","value_HighClaim","value_MissRight","value_CornerTaken","value_FromCorner","value_HighLeft","value_FormationSlot","value_ParriedSafe","value_KeeperSaveObox","value_SixYardBlock","value_LowLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_OverRun","value_SetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1278,686,79,43,248,47.25,55.624,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,244560,43.995,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.65,2722595157,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.7","Back","41.9","8.2","4.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0138454,0.01269174,-0.00115366,"Monaco","Barcelona",10,"Aleksandr Golovin","Sub",NA,-0.942146643453093,0,-113.327641028016,"A. Golovin",1278,84,"Monaco",1278
1279,687,79,43,248,43.995,48.076,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,252419,58.275,47.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.65,2722595161,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.2","Center","55.5","14.3","6.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01429128,0.01685596,0.00256468,"Monaco","Barcelona",6,"Denis Zakaria","DMC",TRUE,13.9056672375915,0,-1.36392753160293,"D. Zakaria",1279,84,"Monaco",1279
1280,688,79,44,248,59.43,47.396,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 38, 216, 218)",TRUE,244560,59.43,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6666666666667,2722595179,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.0","Center","56.6","10.0","4.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01685596,0.01689528,3.93199999999989e-05,"Monaco","Barcelona",10,"Aleksandr Golovin","Sub",NA,1.80152464590883,0,-90,"A. Golovin",1280,84,"Monaco",1280
1281,689,79,47,248,59.325,37.264,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,426648,46.305,30.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7166666666667,2722595181,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.3","Back","44.1","14.8","3.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01689528,0.01484598,-0.0020493,"Monaco","Barcelona",11,"Maghnes Akliouche","AMR",TRUE,-13.0313625999594,0,-151.260204708312,"M. Akliouche",1281,84,"Monaco",1281
1282,690,79,49,248,46.305,30.124,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 38, 216, 218)",TRUE,255167,67.725,4.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.75,2722595199,82,141,56,140,212,213,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.4","Right","64.5","33.5","5.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01484598,0.0174506,0.00260462,"Monaco","Barcelona",5,"Thilo Kehrer","DC",TRUE,11.1948060940505,0,-50.2688583014529,"T. Kehrer",1282,84,"Monaco",1282
1283,691,79,51,248,67.725,4.352,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,371063,67.095,14.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7833333333333,2722595207,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.9","Center","63.9","10.6","1.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0174506,0.01870347,0.00125287,"Monaco","Barcelona",17,"Wilfried Singo","DR",TRUE,5.17918510494237,0,93.4206305072376,"W. Singo",1283,84,"Monaco",1283
1284,691.5,79,52,248,67.095,14.892,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,426648,69.3,10.948,NA,NA,NA,NA,NA,692,NA,NA,NA,NA,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01870347,0.02401521,0.00531174,"Monaco","Barcelona",11,"Maghnes Akliouche","AMR",TRUE,0,-0.0468542713522453,-60.7914448851808,"M. Akliouche",1284,84,"Monaco",1284
1285,692,79,53,248,69.3,10.948,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,426648,81.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8166666666667,2722595219,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","Right","78.0","13.9","5.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02401521,0.02756312,0.00354791,"Monaco","Barcelona",11,"Maghnes Akliouche","AMR",TRUE,5.49813469508484,0,-24.8972865691475,"M. Akliouche",1285,84,"Monaco",1285
1286,693,79,57,248,79.485,5.236,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,371063,74.34,17.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8833333333333,2722595225,82,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.8","Center","70.8","13.3","1.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02756312,0.02401521,-0.00354791,"Monaco","Barcelona",17,"Wilfried Singo","DR",TRUE,3.65268322093144,0,112.685942013807,"W. Singo",1286,84,"Monaco",1286
1287,694,79,59,248,74.55,19.652,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 217, 218)",TRUE,244560,91.98,48.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9166666666667,2722595237,82,141,56,140,212,213,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.6","Center","87.6","33.9","1.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Monaco","Barcelona",10,"Aleksandr Golovin","Sub",NA,14.0330858643884,0,59.0240571980968,"A. Golovin",1287,84,"Monaco",1287
1288,615,80,1,65,12.705,20.4,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,301019,25.515,22.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.95,2722595239,83,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4","Back","24.3","12.9","0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Barcelona","Monaco",23,"Jules Kounde","DR",TRUE,0,0,7.26039685767977,"J. Kounde",1288,84,"Monaco",1288
1289,695,80,4,248,77.595,48.892,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,320313,72.345,54.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2722595269,83,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.6","Left","68.9","7.9","2.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02855202,0.02401521,-0.00453681,"Monaco","Barcelona",12,"Caio Henrique","Sub",NA,-7.53124499396552,0,131.586617012824,"C. Henrique",1289,84,"Monaco",1289
1290,695.5,80,6.5,248,72.345,54.808,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,408033,94.71,61.2,NA,NA,NA,NA,NA,696,NA,NA,NA,NA,82.0416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02401521,0.0379259,0.01391069,"Monaco","Barcelona",2,"Vanderson","DL",TRUE,0,9.63974215802577,15.9501327950309,"Vanderson",1290,84,"Monaco",1290
1291,816,80,9,248,90.405,56.644,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,408033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0833333333333,2722619477,83,NA,56,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Monaco","Barcelona",2,"Vanderson","DL",TRUE,0,0,NA,"Vanderson",1291,84,"Monaco",1291
1292,696,80,10,248,94.71,61.2,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,408033,76.335,63.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,2722595287,83,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.3","Left","72.7","18.5","3.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0379259,0.02122129,-0.01670461,"Monaco","Barcelona",2,"Vanderson","DL",TRUE,-12.0116240541147,0,173.037375772971,"Vanderson",1292,84,"Monaco",1292
1293,697,80,13,248,76.335,63.104,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,320313,74.655,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.15,2722595309,83,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.7","Center","71.1","15.1","4.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02122129,0.0241224,0.00290111,"Monaco","Barcelona",12,"Caio Henrique","Sub",NA,7.39927922662143,0,-96.3786868450982,"C. Henrique",1293,84,"Monaco",1293
