"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_PassEndY","type_value_PassEndX","type_value_Length","type_value_Longball","type_value_ThrowIn","type_value_Chipped","type_value_Cross","type_value_HeadPass","type_value_LayOff","type_value_Head","type_value_OppositeRelatedEvent","type_value_MissLeft","type_value_CornerTaken","type_value_Defensive","type_value_Offensive","type_value_GoalKick","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_LowLeft","type_value_LeftFoot","type_value_BoxCentre","type_value_GoalMouthY","type_value_RegularPlay","type_value_BlockedY","type_value_SixYardBlock","type_value_Volley","type_value_Assisted","type_value_Blocked","type_value_FirstTouch","type_value_GoalMouthZ","type_value_BlockedX","type_value_RelatedEventId","type_value_OutfielderBlock","type_value_ThrowinSetPiece","type_value_BoxLeft","type_value_RightFoot","type_value_LowRight","type_value_Foul","type_value_FreekickTaken","type_value_KeeperThrow","type_value_LastMan","type_value_DivingSave","type_value_Hands","type_value_ParriedDanger","type_value_KeeperSaveInTheBox","type_value_BoxRight","type_value_LowCentre","type_value_ParriedSafe","type_value_StandingSave","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_IndividualPlay","type_value_MissHigh","type_value_OutOfBoxCentre","type_value_BlockedCross","type_value_MissRight","type_value_FromCorner","type_value_DirectFreekick","type_value_Throughball","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_KeeperSaveObox","type_value_HighCentre","type_value_Collected","type_value_Yellow","type_value_IntentionalGoalAssist","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_HighLeft","type_value_FastBreak","value_Zone","value_Angle","value_PassEndY","value_PassEndX","value_Length","value_Longball","value_ThrowIn","value_Chipped","value_Cross","value_HeadPass","value_LayOff","value_Head","value_OppositeRelatedEvent","value_MissLeft","value_CornerTaken","value_Defensive","value_Offensive","value_GoalKick","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_LowLeft","value_LeftFoot","value_BoxCentre","value_GoalMouthY","value_RegularPlay","value_BlockedY","value_SixYardBlock","value_Volley","value_Assisted","value_Blocked","value_FirstTouch","value_GoalMouthZ","value_BlockedX","value_RelatedEventId","value_OutfielderBlock","value_ThrowinSetPiece","value_BoxLeft","value_RightFoot","value_LowRight","value_Foul","value_FreekickTaken","value_KeeperThrow","value_LastMan","value_DivingSave","value_Hands","value_ParriedDanger","value_KeeperSaveInTheBox","value_BoxRight","value_LowCentre","value_ParriedSafe","value_StandingSave","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_IndividualPlay","value_MissHigh","value_OutOfBoxCentre","value_BlockedCross","value_MissRight","value_FromCorner","value_DirectFreekick","value_Throughball","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_KeeperSaveObox","value_HighCentre","value_Collected","value_Yellow","value_IntentionalGoalAssist","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_HighLeft","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1398,844,77,16,345,23.52,48.756,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,101374,36.75,47.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4333333333333,2719036453,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","6.19","69.9","35.0","13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",5,"John Stones","DC",TRUE,13.2268029675164,0,-5.28578724238806,"J. Stones",1398,51,"England",1398
1399,845,77,18,345,36.75,47.532,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,444791,31.92,42.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4666666666667,2719036477,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.92","62.9","30.4","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",3,"Rico Lewis","DL",TRUE,-4.02601040270098,0,-135.418209941497,"R. Lewis",1399,51,"England",1399
1400,846,77,20,345,31.185,39.916,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,338497,35.385,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,2719036507,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.20","47.0","33.7","9.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",19,"Angel Gomes","DMC",TRUE,4.40680960693011,0,-62.1702712893169,"A. Gomes",1400,51,"England",1400
1401,847,77,23,345,35.385,31.96,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,332325,28.14,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.55,2719036515,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.37","44.5","26.8","7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",4,"Declan Rice","DMC",TRUE,-7.3060565193895,0,-166.794748516946,"D. Rice",1401,51,"England",1401
1402,848,77,23,345,28.14,30.26,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,338497,24.465,50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.55,2719036571,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.75","74.8","23.3","20.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",19,"Angel Gomes","DMC",TRUE,-5.33077537826287,0,100.113121775343,"A. Gomes",1402,51,"England",1402
1403,849,77,28,345,24.465,50.864,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,421351,7.665,31.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6333333333333,2719036589,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.99","46.6","7.3","25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",15,"Levi Colwill","Sub",NA,-15.0807390233151,0,-131.221443267482,"L. Colwill",1403,51,"England",1403
1404,850,77,29,345,7.665,31.688,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,110189,11.76,16.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.65,2719036601,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.97","23.7","11.2","16.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",1,"Jordan Pickford","GK",TRUE,2.42281560332876,0,-75.2663987174169,"J. Pickford",1404,51,"England",1404
1405,851,77,30,345,11.97,16.116,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,101374,3.78,36.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6666666666667,2719036675,79,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.95","53.7","3.6","22.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",5,"John Stones","DC",TRUE,-6.51785820187631,0,111.874009269486,"J. Stones",1405,51,"England",1405
1406,851.5,77,32.5,345,3.78,36.516,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,110189,7.77,41.004,NA,NA,NA,NA,NA,852,NA,NA,NA,NA,78.7083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",1,"Jordan Pickford","GK",TRUE,0,3.76932347338351,48.3617066160201,"J. Pickford",1406,51,"England",1406
1407,852,77,35,345,7.77,41.004,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 217, 218)",TRUE,110189,71.505,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.75,2719036729,79,56,213,141,140,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","6.17","49.4","68.1","64.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",1,"Jordan Pickford","GK",TRUE,63.9844566705883,0,-6.63336033518025,"J. Pickford",1407,51,"England",1407
1408,468,77,39,422,34.23,32.164,"SecondHalf","KeeperSweeper","Successful",NA,NA,NA,"integer(0)",FALSE,64846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8166666666667,2719036733,79,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",1,"Lukas Hradecky","GK",TRUE,0,0,NA,"L. Hradecky",1408,51,"England",1408
1409,470,77,40,422,34.23,32.164,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,64846,56.595,37.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8333333333333,2719036777,79,56,213,141,140,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.22","54.8","53.9","22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",1,"Lukas Hradecky","GK",TRUE,22.2788891851795,0,12.8457823320869,"L. Hradecky",1409,51,"England",1409
1410,471,77,42,422,56.595,37.264,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 216, 218)",TRUE,255618,66.465,34.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8666666666667,2719036791,79,56,213,141,140,212,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","6.01","50.7","63.3","10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",6,"Glen Kamara","MC",TRUE,9.97698290232371,0,-15.7735075433345,"G. Kamara",1410,51,"England",1410
1411,853,77,43,345,39.9,31.076,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 36, 37, 216, 218)",TRUE,338497,51.765,36.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8833333333333,2719036823,79,56,213,141,140,212,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","0.41","53.3","49.3","12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",19,"Angel Gomes","DMC",TRUE,11.8833590365119,0,23.5363421375992,"A. Gomes",1411,51,"England",1411
1412,854,77,44,345,52.08,36.108,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 37, 216, 218)",TRUE,332325,45.78,44.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,2719036845,79,56,213,141,140,212,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.24","64.8","43.6","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",4,"Declan Rice","DMC",TRUE,-7.10709629393759,0,128.374125294383,"D. Rice",1412,51,"England",1412
1413,854.5,77,45.5,345,45.78,44.064,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,83532,52.605,40.188,NA,NA,NA,NA,NA,856,NA,NA,NA,NA,78.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",9,"Harry Kane","FW",TRUE,0,7.30991949922298,-29.592766561523,"H. Kane",1413,51,"England",1413
1414,856,77,47,345,52.605,40.188,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 123, 124, 127, 205, 39, 46, 36, 38, 217, 218)",TRUE,83532,87.885,14.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.95,2719036961,79,56,213,141,140,212,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","5.64","20.6","83.7","43.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",9,"Harry Kane","FW",TRUE,26.4417877038882,0,-36.5777610849655,"H. Kane",1414,51,"England",1414
