"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_OppositeRelatedEvent","type_value_Foul","type_value_Offensive","type_value_Defensive","type_value_FreekickTaken","type_value_Chipped","type_value_ThrowIn","type_value_HeadPass","type_value_GoalKick","type_value_Longball","type_value_MissHigh","type_value_KeeperThrow","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_Assisted","type_value_BlockedX","type_value_GoalMouthY","type_value_BlockedY","type_value_RelatedEventId","type_value_HighCentre","type_value_FirstTouch","type_value_FastBreak","type_value_BoxCentre","type_value_RightFoot","type_value_GoalMouthZ","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_MissRight","type_value_Cross","type_value_CornerTaken","type_value_LeftFoot","type_value_Head","type_value_FromCorner","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighLeft","type_value_BigChance","type_value_SmallBoxCentre","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_StandingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_Throughball","type_value_LowCentre","type_value_RegularPlay","type_value_ParriedDanger","type_value_DivingSave","type_value_Feet","type_value_LowRight","type_value_Yellow","type_value_Red","type_value_DirectFreekick","type_value_Blocked","type_value_Volley","type_value_OutfielderBlock","type_value_AerialFoul","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_BoxRight","type_value_LastMan","type_value_BoxLeft","type_value_LowLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OverRun","type_value_OneOnOne","type_value_BlockedCross","type_value_HighClaim","value_Angle","value_PassEndY","value_Length","value_PassEndX","value_Zone","value_OppositeRelatedEvent","value_Foul","value_Offensive","value_Defensive","value_FreekickTaken","value_Chipped","value_ThrowIn","value_HeadPass","value_GoalKick","value_Longball","value_MissHigh","value_KeeperThrow","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_Assisted","value_BlockedX","value_GoalMouthY","value_BlockedY","value_RelatedEventId","value_HighCentre","value_FirstTouch","value_FastBreak","value_BoxCentre","value_RightFoot","value_GoalMouthZ","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissLeft","value_MissRight","value_Cross","value_CornerTaken","value_LeftFoot","value_Head","value_FromCorner","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighLeft","value_BigChance","value_SmallBoxCentre","value_IndividualPlay","value_OutOfBoxCentre","value_StandingSave","value_Collected","value_KeeperSaveObox","value_Throughball","value_LowCentre","value_RegularPlay","value_ParriedDanger","value_DivingSave","value_Feet","value_LowRight","value_Yellow","value_Red","value_DirectFreekick","value_Blocked","value_Volley","value_OutfielderBlock","value_AerialFoul","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_BoxRight","value_LastMan","value_BoxLeft","value_LowLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OverRun","value_OneOnOne","value_BlockedCross","value_HighClaim","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1187,653.5,63,3.5,423,64.365,32.232,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297390,62.685,29.104,NA,NA,NA,NA,NA,654,NA,NA,NA,NA,70.6083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,0,-1.92385683841082,-118.23955169092,"M. Akanji",1187,50,"Switzerland",1187
1188,654,63,5,423,62.685,29.104,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,297390,65.1,18.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6333333333333,2718527129,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.94","27.6","10.6","62.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,-0.111291057273505,0,-76.8488056942026,"M. Akanji",1188,50,"Switzerland",1188
1189,655,63,6,423,64.365,16.456,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,243580,70.245,7.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.65,2718527171,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.28","10.7","10.9","66.9","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,0.418979366066779,0,-57.3595087267354,"G. Wuthrich",1189,50,"Switzerland",1189
1190,656,63,11,423,69.615,6.732,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,404193,62.37,11.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7333333333333,2718527191,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.54","17.2","8.8","59.4","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,-3.43960626492886,0,145.582532483562,"F. Rieder",1190,50,"Switzerland",1190
1191,657,63,13,423,62.37,11.288,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,243580,66.465,18.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7666666666667,2718527213,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.02","26.5","7.9","63.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,6.58572807116592,0,58.6883203859841,"G. Wuthrich",1191,50,"Switzerland",1191
1192,658,63,15,423,66.675,19.584,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,302691,64.05,14.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8,2718527215,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.27","20.7","6.1","61.0","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",8,"Remo Freuler","MC",TRUE,-4.59311180856741,0,-115.481512665641,"R. Freuler",1192,50,"Switzerland",1192
1193,658.5,63,17,423,64.05,14.076,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,404193,69.72,18.768,NA,NA,NA,NA,NA,659,NA,NA,NA,NA,70.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,0,7.11199061262522,39.6082064528575,"F. Rieder",1193,50,"Switzerland",1193
1194,659,63,19,423,69.72,18.768,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,404193,74.34,12.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8666666666667,2718527259,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.38","19.0","7.5","70.8","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,1.22020030742008,0,-51.6907818300169,"F. Rieder",1194,50,"Switzerland",1194
1195,660,63,20,423,76.545,9.928,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,298737,93.66,17.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8833333333333,2718527301,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40","25.1","18.5","89.2","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",16,"Vincent Sierro","Sub",NA,16.8926568675315,0,22.6448195542644,"V. Sierro",1195,50,"Switzerland",1195
1196,660.5,63,22,423,93.66,17.068,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,404193,101.955,18.02,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,70.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,0,4.1110950374689,6.54707311708036,"F. Rieder",1196,50,"Switzerland",1196
1197,661,63,24,423,101.955,18.02,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 37, 217, 218)",TRUE,404193,96.18,27.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.95,2718527307,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.11","40.7","11.3","91.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,5.41462957726004,0,120.882535528713,"F. Rieder",1197,50,"Switzerland",1197
1198,471,63,25,338,7.35,41.616,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,372424,0,53.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9666666666667,2718527345,71,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.22","78.2","14.5","0.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Spain","Switzerland",6,"Martin Zubimendi","Sub",NA,0,0,122.44873719673,"M. Zubimendi",1198,50,"Switzerland",1198
1199,471.5,63,26,338,0,53.176,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,372424,2.52,48.416,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,70.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Spain","Switzerland",6,"Martin Zubimendi","Sub",NA,0,3.24768859980142,-62.1027289690524,"M. Zubimendi",1199,50,"Switzerland",1199
1200,472,63,27,338,2.52,48.416,"SecondHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,372424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2718527347,71,NA,NA,NA,NA,56,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Spain","Switzerland",6,"Martin Zubimendi","Sub",NA,0,0,NA,"M. Zubimendi",1200,50,"Switzerland",1200
1201,662,63,27,423,102.48,19.584,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,404193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2718527341,71,NA,NA,NA,NA,56,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,0,0,NA,"F. Rieder",1201,50,"Switzerland",1201
1202,663,63,50,423,104.475,0.34,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218)",TRUE,404193,100.8,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3833333333333,2718527609,71,213,141,212,140,56,233,NA,NA,NA,NA,155,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.68","51.5","34.9","96.0","Center","473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",18,"Fabian Rieder","Sub",NA,29.3420111711355,0,96.0489935498337,"F. Rieder",1202,50,"Switzerland",1202
