"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Involved","type_value_Team player formation","type_value_Jersey number","type_value_Captain","type_value_Team formation","type_value_Player position","type_value_Team kit","type_value_Resume","type_value_Direction of Play","type_value_Zone","type_value_Angle","type_value_Pass End Y","type_value_Kick Off","type_value_Pass End X","type_value_Length","type_value_Launch","type_value_Long ball","type_value_Goal Kick","type_value_Chipped","type_value_Not visible","type_value_High","type_value_Head","type_value_Out of play","type_value_Throw-in","type_value_Blocked
Pass","type_value_Offensive","type_value_Opposite related event ID","type_value_Defensive","type_value_None","type_value_Head pass","type_value_Flick-on","type_value_Low","type_value_Switch of play","type_value_Cross","type_value_In-swinger","type_value_Right footed","type_value_Out-swinger","type_value_Left footed","type_value_Assist","type_value_Out of box-centre","type_value_Individual Play","type_value_Low centre","type_value_Swerve Left","type_value_Related event ID","type_value_Regular play","type_value_Goal mouth y coordinate","type_value_Assisted","type_value_Blocked y co-ordinate","type_value_Goal mouth z coordinate","type_value_Blocked x co-ordinate","type_value_Standing","type_value_Collected","type_value_Hands","type_value_GK Start","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Low right","type_value_Parried safe","type_value_Diving","type_value_Intentional
assist","type_value_From corner","type_value_Box-centre","type_value_First Touch","type_value_High left","type_value_GK Y Coordinate","type_value_GK X blocked","type_value_Foul","type_value_Direct","type_value_Shirt Pull/Holding","type_value_Free kick taken","type_value_Set piece","type_value_Small box- centre","type_value_Shove/push","type_value_Pull Back","type_value_Hand","type_value_Through ball","type_value_Volley","type_value_Big Chance","type_value_Feet","type_value_Strong","type_value_Swerve Moving","type_value_Keeper Throw","type_value_Attempted Tackle","type_value_Swerve Right","type_value_Low left","type_value_Blocked","type_value_Def block","type_value_Box-right","type_value_Weak","type_value_1 on 1","type_value_Lay-off","type_value_High Right","type_value_Yellow Card","type_value_Gk kick from hands","type_value_End type","type_value_Tactical","type_value_Position Side ID","type_value_Detailed Position ID","type_value_Formation slot","type_value_Free kick","type_value_Reaching","type_value_Overhit Cross","type_value_Close left","type_value_Overrun","type_value_Box-left","type_value_Fast Break","type_value_Players caught offside","type_value_Indirect","type_value_Small box-right","type_value_Six yard blocked","type_value_High centre","type_value_Other body part","type_value_Time wasting","type_value_Blocked cross","type_value_Throw-in set
piece","type_value_Game end","value_Involved","value_Team player formation","value_Jersey number.x","value_Captain","value_Team formation","value_Player position","value_Team kit","value_Resume","value_Direction of Play","value_Zone","value_Angle","value_Pass End Y","value_Kick Off","value_Pass End X","value_Length","value_Launch","value_Long ball","value_Goal Kick","value_Chipped","value_Not visible","value_High","value_Head","value_Out of play","value_Throw-in","value_Blocked
Pass","value_Offensive","value_Opposite related event ID","value_Defensive","value_None","value_Head pass","value_Flick-on","value_Low","value_Switch of play","value_Cross","value_In-swinger","value_Right footed","value_Out-swinger","value_Left footed","value_Assist","value_Out of box-centre","value_Individual Play","value_Low centre","value_Swerve Left","value_Related event ID","value_Regular play","value_Goal mouth y coordinate","value_Assisted","value_Blocked y co-ordinate","value_Goal mouth z coordinate","value_Blocked x co-ordinate","value_Standing","value_Collected","value_Hands","value_GK Start","value_Left","value_Right","value_Corner taken","value_Low right","value_Parried safe","value_Diving","value_Intentional
assist","value_From corner","value_Box-centre","value_First Touch","value_High left","value_GK Y Coordinate","value_GK X blocked","value_Foul","value_Direct","value_Shirt Pull/Holding","value_Free kick taken","value_Set piece","value_Small box- centre","value_Shove/push","value_Pull Back","value_Hand","value_Through ball","value_Volley","value_Big Chance","value_Feet","value_Strong","value_Swerve Moving","value_Keeper Throw","value_Attempted Tackle","value_Swerve Right","value_Low left","value_Blocked","value_Def block","value_Box-right","value_Weak","value_1 on 1","value_Lay-off","value_High Right","value_Yellow Card","value_Gk kick from hands","value_End type","value_Tactical","value_Position Side ID","value_Detailed Position ID","value_Formation slot","value_Free kick","value_Reaching","value_Overhit Cross","value_Close left","value_Overrun","value_Box-left","value_Fast Break","value_Players caught offside","value_Indirect","value_Small box-right","value_Six yard blocked","value_High centre","value_Other body part","value_Time wasting","value_Blocked cross","value_Throw-in set
piece","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
676,70,24,"1r541mega6d838hi0p44sv0h2",75.915,60.316,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,NA,NA,"4pk1mszqyrckgiqmw25qtuzv8",75.915,60.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4833333333333,2738313239,61,"David Mella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1446,NA,NA,NA,"Levante UD",0,0,0,"D. Mella",1446,79,"RC Deportivo de La Coruña",1446,"RW","433",17
593,70,25,"4grc9qgcvusllap8h5j6gc5h5",28.035,9.86,"SecondHalf","BallRecovery","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",28.035,9.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,2738313245,49,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1447,NA,NA,NA,"RC Deportivo de La Coruña",0,0,0,"C. Alvarez",1447,80,"Levante UD",1447,"RAMF","4231",24
593.5,70,29,"4grc9qgcvusllap8h5j6gc5h5",28.035,9.86,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"6gtfe9aysdrcht4v2rluu0ley",56.07,14.62,NA,NA,NA,NA,NA,594,NA,NA,NA,NA,72.5666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1448,0.0105949,0.01611813,0.00552323,"RC Deportivo de La Coruña",0,28.0337362954348,9.63622630627062,NA,1448,80,"Levante UD",1448,"RAMF","4231",24
594,70,33,"4grc9qgcvusllap8h5j6gc5h5",56.07,14.62,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",59.325,5.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6333333333333,2738313407,1,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","5.05","7.7",NA,"56.5","9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1449,0.01611813,0.01473596,-0.00138217,"RC Deportivo de La Coruña",-1.3493083570032,0,-70.8700270979886,"C. Alvarez",1449,80,"Levante UD",1449,"RAMF","4231",24
595,70,36,"4grc9qgcvusllap8h5j6gc5h5",59.85,4.828,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"djhl1u6idhf6u50lp04xu3f1l",59.64,8.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6833333333333,2738313431,1,"Sergio Lozano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","1.63","12.7",NA,"56.8","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1450,0.01473596,0.01611813,0.00138217,"RC Deportivo de La Coruña",1.78451175185702,0,93.156496470365,"S. Lozano",1450,80,"Levante UD",1450,"CMF","4231",21
596,70,38,"4grc9qgcvusllap8h5j6gc5h5",59.64,8.636,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",49.14,3.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7166666666667,2738313481,1,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.62","4.7",NA,"46.8","11.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1451,0.01611813,0.01248344,-0.00363469,"RC Deportivo de La Coruña",-11.8206662217107,0,-152.611541209255,"C. Alvarez",1451,80,"Levante UD",1451,"RAMF","4231",24
597,70,40,"4grc9qgcvusllap8h5j6gc5h5",47.775,2.516,"SecondHalf","Dispossessed","Successful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",47.775,2.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75,2738313485,50,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1452,NA,NA,NA,"RC Deportivo de La Coruña",0,0,0,"A. Garcia",1452,80,"Levante UD",1452,"RB","4231",2
677,70,40,"1r541mega6d838hi0p44sv0h2",57.225,65.484,"SecondHalf","Tackle","Successful",NA,NA,NA,NA,NA,"4pk1mszqyrckgiqmw25qtuzv8",57.225,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75,2738313475,7,"David Mella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1453,NA,NA,NA,"Levante UD",0,0,0,"D. Mella",1453,80,"Levante UD",1453,"RW","433",17
599,70,52,"4grc9qgcvusllap8h5j6gc5h5",48.72,0,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",59.115,3.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.95,2738313647,1,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,189,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","0.45","5.3",NA,"56.3","11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1454,0.01248344,0.01473596,0.00225252,"RC Deportivo de La Coruña",10.7133268725329,0,19.1216945153283,"A. Garcia",1454,80,"Levante UD",1454,"RB","4231",2
657,70,52,"4grc9qgcvusllap8h5j6gc5h5",62.475,2.516,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",56.49,1.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.95,2738319317,1,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","3.34","1.9",NA,"53.8","6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1455,0.0174506,0.01473596,-0.00271464,"RC Deportivo de La Coruña",-5.59527962276321,0,-168.441748741916,"C. Alvarez",1455,80,"Levante UD",1455,"RAMF","4231",24
611,70,55,"4grc9qgcvusllap8h5j6gc5h5",55.86,4.352,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",55.86,4.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,2738315401,3,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1456,NA,NA,NA,"RC Deportivo de La Coruña",0,0,0,"A. Garcia",1456,80,"Levante UD",1456,"RB","4231",2
