"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","type_value_Resume","type_value_Involved","type_value_Jersey number","type_value_Team formation","type_value_Player position","type_value_Team player formation","type_value_Team kit","type_value_Captain","type_value_Direction of Play","type_value_Pass End X","type_value_Pass End Y","type_value_Zone","type_value_Length","type_value_Angle","type_value_Kick Off","type_value_Long ball","type_value_Chipped","type_value_Throw-in","type_value_Out of play","type_value_Launch","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Offensive","type_value_Defensive","type_value_Right","type_value_Left","type_value_Corner taken","type_value_Out-swinger","type_value_Right footed","type_value_Cross","type_value_Head","type_value_Shirt Pull/Holding","type_value_Foul","type_value_Direct","type_value_Not visible","type_value_Free kick taken","type_value_Pull Back","type_value_Assist","type_value_Intentional
assist","type_value_Blocked x co-ordinate","type_value_Blocked y co-ordinate","type_value_GK X blocked","type_value_Blocked","type_value_Goal mouth y coordinate","type_value_Assisted","type_value_Goal mouth z coordinate","type_value_Low centre","type_value_First Touch","type_value_Regular play","type_value_GK Y Coordinate","type_value_Related event ID","type_value_Box-centre","type_value_Def block","type_value_Out of box-centre","type_value_Volley","type_value_High left","type_value_Goal Kick","type_value_Low","type_value_Switch of play","type_value_Blocked
Pass","type_value_Blocked cross","type_value_Left footed","type_value_In-swinger","type_value_Flick-on","type_value_Yellow Card","type_value_Overhit Cross","type_value_Head pass","type_value_Attempted Tackle","type_value_Lay-off","type_value_Close right","type_value_Box-right","type_value_Players caught offside","type_value_Indirect","type_value_Through ball","type_value_Keeper Throw","type_value_Over-arm","type_value_Aerial Foul","type_value_Individual Play","type_value_Fast Break","type_value_Fast break","type_value_Low right","type_value_Diving","type_value_Hands","type_value_Parried danger","type_value_Box-left","type_value_Weak","type_value_High Right","type_value_Shove/push","type_value_High","type_value_Free kick","type_value_Hand","type_value_Six yard blocked","type_value_From corner","type_value_Argument","type_value_End type","type_value_Tactical","type_value_Position Side ID","type_value_Formation slot","type_value_Detailed Position ID","type_value_Overrun","type_value_Close left","type_value_Set piece","type_value_By Wall","type_value_Captain change","type_value_Straight","type_value_Low left","type_value_Box-deep right","type_value_Parried safe","type_value_Gk kick from hands","type_value_High claim","type_value_Not past goal line","type_value_GK hoof","type_value_Own Player","type_value_Own shot blocked","type_value_Own Shot Blocked","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Pass End X","value_Pass End Y","value_Zone","value_Length","value_Angle","value_Kick Off","value_Long ball","value_Chipped","value_Throw-in","value_Out of play","value_Launch","value_Opposite related event ID","value_Opposite
related
event ID","value_Offensive","value_Defensive","value_Right","value_Left","value_Corner taken","value_Out-swinger","value_Right footed","value_Cross","value_Head","value_Shirt Pull/Holding","value_Foul","value_Direct","value_Not visible","value_Free kick taken","value_Pull Back","value_Assist","value_Intentional
assist","value_Blocked x co-ordinate","value_Blocked y co-ordinate","value_GK X blocked","value_Blocked","value_Goal mouth y coordinate","value_Assisted","value_Goal mouth z coordinate","value_Low centre","value_First Touch","value_Regular play","value_GK Y Coordinate","value_Related event ID","value_Box-centre","value_Def block","value_Out of box-centre","value_Volley","value_High left","value_Goal Kick","value_Low","value_Switch of play","value_Blocked
Pass","value_Blocked cross","value_Left footed","value_In-swinger","value_Flick-on","value_Yellow Card","value_Overhit Cross","value_Head pass","value_Attempted Tackle","value_Lay-off","value_Close right","value_Box-right","value_Players caught offside","value_Indirect","value_Through ball","value_Keeper Throw","value_Over-arm","value_Aerial Foul","value_Individual Play","value_Fast Break","value_Fast break","value_Low right","value_Diving","value_Hands","value_Parried danger","value_Box-left","value_Weak","value_High Right","value_Shove/push","value_High","value_Free kick","value_Hand","value_Six yard blocked","value_From corner","value_Argument","value_End type","value_Tactical","value_Position Side ID","value_Formation slot","value_Detailed Position ID","value_Overrun","value_Close left","value_Set piece","value_By Wall","value_Captain change","value_Straight","value_Low left","value_Box-deep right","value_Parried safe","value_Gk kick from hands","value_High claim","value_Not past goal line","value_GK hoof","value_Own Player","value_Own shot blocked","value_Own Shot Blocked","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
630,75,32,"clo928vcczjp0mczavs5o7p5k",80.85,7.752,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"7qoshvypodx2yovs65d29kgoa",90.405,28.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5333333333333,2731950927,1,"K. Sibo",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86.1","42.2","Center","23.0","1.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1220,NA,NA,NA,"Levante UD",20.1387419147386,0,65.4767421554143,"K. Sibo",1220,72,"Real Oviedo",1220
614,75,34,"4grc9qgcvusllap8h5j6gc5h5",13.335,40.732,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"f5567t48q0846fsnq6d3mqfv9",46.305,35.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5666666666667,2731951015,12,"Vicente Iborra",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1","52.2","Back","33.4","6.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1221,NA,NA,NA,"Real Oviedo",0,0,-9.02384265986023,"V. Iborra",1221,72,"Real Oviedo",1221
631,75,37,"clo928vcczjp0mczavs5o7p5k",54.915,33.592,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"1u9sn1cu0pq16mina2q6d6dwp",73.815,35.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6166666666667,2731950999,1,"S. Colombatto",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.3","51.8","Center","19.0","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1222,NA,NA,NA,"Levante UD",18.8776502522142,0,4.93520345116653,"S. Colombatto",1222,72,"Real Oviedo",1222
615,75,39,"4grc9qgcvusllap8h5j6gc5h5",29.19,34.476,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",30.765,48.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.65,2731951031,12,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.3","70.9","Back","13.8","1.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1223,NA,NA,NA,"Real Oviedo",0,0,83.4589061372798,"G. Kochorashvili",1223,72,"Real Oviedo",1223
632,75,41,"clo928vcczjp0mczavs5o7p5k",73.92,15.708,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"60b3ef904dyvuh61cgkajcley",82.32,6.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6833333333333,2731951105,1,"I. Chaira",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.4","9.7","Right","12.4","5.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1224,0.02401521,0.02756312,0.00354791,"Levante UD",0.491406784700906,0,-47.3282399869211,"I. Chaira",1224,72,"Real Oviedo",1224
632.5,75,43,"clo928vcczjp0mczavs5o7p5k",82.32,6.596,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"3ti99x5oyuwcuy977rmy3ulbe",89.355,21.08,NA,NA,NA,NA,NA,633,NA,NA,NA,NA,77.7166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1225,0.02756312,0.05491138,0.02734826,"Levante UD",0,15.2817165868277,64.0937663464336,NA,1225,72,"Real Oviedo",1225
633,75,45,"clo928vcczjp0mczavs5o7p5k",89.355,21.08,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"3ti99x5oyuwcuy977rmy3ulbe",83.685,29.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.75,2731951145,1,"Paulino de la Fuente",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.7","43.9","Center","10.4","2.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1226,NA,NA,NA,"Levante UD",-1.42465448645929,0,122.87761013408,"P. d. la Fuente",1226,72,"Real Oviedo",1226
616,75,46,"4grc9qgcvusllap8h5j6gc5h5",26.88,37.944,"SecondHalf","Interception","Successful",NA,NA,NA,NA,NA,"e98i1kwb733b830mk2wqdlene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.7666666666667,2731951157,8,"Pablo Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1227,NA,NA,NA,"Real Oviedo",0,0,NA,"P. Martinez",1227,73,"Levante UD",1227
618,75,48,"4grc9qgcvusllap8h5j6gc5h5",27.405,51,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"e98i1kwb733b830mk2wqdlene",61.635,62.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,2731951283,1,"Pablo Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.7","91.7","Left","36.1","0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1228,0.01001304,0.01473596,0.00472292,"Real Oviedo",27.6224176068994,0,18.3535613999679,"P. Martinez",1228,73,"Levante UD",1228
618.5,75,51,"4grc9qgcvusllap8h5j6gc5h5",61.635,62.356,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"8kj8kbwbfiqloxiilj0i00ep6",68.775,58.004,NA,NA,NA,NA,NA,619,NA,NA,NA,NA,77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1229,0.01473596,0.01870347,0.00396751,"Real Oviedo",0,8.35677505555204,-31.3633022139501,NA,1229,73,"Levante UD",1229
619,75,54,"4grc9qgcvusllap8h5j6gc5h5",68.775,58.004,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"8kj8kbwbfiqloxiilj0i00ep6",68.25,35.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,2731951355,1,"Ivan Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65.0","52.7","Center","22.2","4.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1230,0.01870347,0.0199707,0.00126723,"Real Oviedo",6.66038126819087,0,-91.3566700822278,"I. Romero",1230,73,"Levante UD",1230
619.5,75,56,"4grc9qgcvusllap8h5j6gc5h5",68.25,35.836,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"6gtfe9aysdrcht4v2rluu0ley",71.19,43.656,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,77.9333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1231,0.0199707,0.0241224,0.0041517,"Real Oviedo",0,1.63400185790618,69.3957935873495,NA,1231,73,"Levante UD",1231
