"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","type_value_Team player formation","type_value_Resume","type_value_Team formation","type_value_Involved","type_value_Captain","type_value_Team kit","type_value_Jersey number","type_value_Player position","type_value_Direction of Play","type_value_Zone","type_value_Pass End X","type_value_Pass End Y","type_value_Angle","type_value_Length","type_value_Kick Off","type_value_Direct","type_value_Shirt Pull/Holding","type_value_Offensive","type_value_Opposite related event ID","type_value_Foul","type_value_Related event ID","type_value_Defensive","type_value_Yellow Card","type_value_Long ball","type_value_Chipped","type_value_Cross","type_value_Free kick taken","type_value_Intentional
assist","type_value_Assist","type_value_Head","type_value_Box-centre","type_value_First Touch","type_value_Assisted","type_value_Goal mouth z coordinate","type_value_Blocked x co-ordinate","type_value_Goal mouth y coordinate","type_value_Blocked y co-ordinate","type_value_Big Chance","type_value_Low centre","type_value_Set piece","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_None","type_value_Gk kick from hands","type_value_Head pass","type_value_Launch","type_value_GK X blocked","type_value_Regular play","type_value_Box-right","type_value_GK Y Coordinate","type_value_Close left","type_value_Right footed","type_value_Swerve Left","type_value_High","type_value_Goal Kick","type_value_Lay-off","type_value_Not visible","type_value_Throw-in","type_value_Attempted Tackle","type_value_Switch of play","type_value_Individual Play","type_value_Volley","type_value_Low","type_value_Flick-on","type_value_Blocked
Pass","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Through ball","type_value_Last line","type_value_Pull Back","type_value_Out of play","type_value_Overrun","type_value_Out of box-centre","type_value_Blocked","type_value_Def block","type_value_Close right","type_value_Blocked cross","type_value_High left","type_value_Left footed","type_value_In-swinger","type_value_Strong","type_value_High centre","type_value_Parried danger","type_value_Standing","type_value_Not past goal line","type_value_Swerve Right","type_value_Out on
sideline","type_value_Keeper Throw","type_value_End type","type_value_Players caught offside","type_value_Indirect","type_value_Unchallenged","type_value_Saved off line","type_value_Six yard blocked","type_value_Small box-left","type_value_Low right","type_value_Diving","type_value_Parried safe","type_value_From corner","type_value_Follows shot rebound","type_value_Tactical","type_value_Formation slot","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Overhit Cross","type_value_Out-swinger","type_value_Aerial Foul","type_value_Low left","type_value_Shove/push","type_value_Captain change","type_value_Game end","value_Team player formation","value_Resume","value_Team formation","value_Involved","value_Captain","value_Team kit","value_Jersey number.x","value_Player position","value_Direction of Play","value_Zone","value_Pass End X","value_Pass End Y","value_Angle","value_Length","value_Kick Off","value_Direct","value_Shirt Pull/Holding","value_Offensive","value_Opposite related event ID","value_Foul","value_Related event ID","value_Defensive","value_Yellow Card","value_Long ball","value_Chipped","value_Cross","value_Free kick taken","value_Intentional
assist","value_Assist","value_Head","value_Box-centre","value_First Touch","value_Assisted","value_Goal mouth z coordinate","value_Blocked x co-ordinate","value_Goal mouth y coordinate","value_Blocked y co-ordinate","value_Big Chance","value_Low centre","value_Set piece","value_Hands","value_Collected","value_Stooping","value_None","value_Gk kick from hands","value_Head pass","value_Launch","value_GK X blocked","value_Regular play","value_Box-right","value_GK Y Coordinate","value_Close left","value_Right footed","value_Swerve Left","value_High","value_Goal Kick","value_Lay-off","value_Not visible","value_Throw-in","value_Attempted Tackle","value_Switch of play","value_Individual Play","value_Volley","value_Low","value_Flick-on","value_Blocked
Pass","value_Left","value_Right","value_Corner taken","value_Through ball","value_Last line","value_Pull Back","value_Out of play","value_Overrun","value_Out of box-centre","value_Blocked","value_Def block","value_Close right","value_Blocked cross","value_High left","value_Left footed","value_In-swinger","value_Strong","value_High centre","value_Parried danger","value_Standing","value_Not past goal line","value_Swerve Right","value_Out on
sideline","value_Keeper Throw","value_End type","value_Players caught offside","value_Indirect","value_Unchallenged","value_Saved off line","value_Six yard blocked","value_Small box-left","value_Low right","value_Diving","value_Parried safe","value_From corner","value_Follows shot rebound","value_Tactical","value_Formation slot","value_Detailed Position ID","value_Position Side ID","value_Overhit Cross","value_Out-swinger","value_Aerial Foul","value_Low left","value_Shove/push","value_Captain change","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
794,89,59,"13zq8jfp5uydowd3ibknxaffj",34.965,43.384,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,NA,NA,"8bue3x0liiq5tiky0s63dr40k",34.965,43.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0666666666667,2760238271,4,"Lalo Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,152,NA,NA,233,13,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1898,NA,NA,NA,"Levante UD",0,0,0,"L. Aguilar",1898,109,"Levante UD",1898,"LCD","442",27
936,90,51,"4grc9qgcvusllap8h5j6gc5h5",63.945,21.284,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"djhl1u6idhf6u50lp04xu3f1l",90.195,35.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9333333333333,2760238477,1,"Sergio Lozano",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","85.9","51.6","0.48","29.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1899,NA,NA,NA,"Albacete Balompié",28.1342532808977,0,27.7383859910919,"S. Lozano",1899,109,"Levante UD",1899,"Sub","433",21
796,90,54,"13zq8jfp5uydowd3ibknxaffj",14.7,32.572,"SecondHalf","Aerial","Successful",NA,NA,NA,NA,NA,"8bue3x0liiq5tiky0s63dr40k",14.7,32.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9833333333333,2760238489,44,"Lalo Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1900,NA,NA,NA,"Levante UD",0,0,0,"L. Aguilar",1900,109,"Levante UD",1900,"LCD","442",27
937,90,54,"4grc9qgcvusllap8h5j6gc5h5",90.405,35.768,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,NA,NA,"8kj8kbwbfiqloxiilj0i00ep6",90.405,35.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9833333333333,2760238479,44,"Ivan Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1901,NA,NA,NA,"Albacete Balompié",0,0,0,"I. Romero",1901,109,"Levante UD",1901,"Sub","433",9
797,90,55,"13zq8jfp5uydowd3ibknxaffj",14.385,31.484,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"8bue3x0liiq5tiky0s63dr40k",0,20.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2760238503,12,"Lalo Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","0.0","29.7","3.77","19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1902,NA,NA,NA,"Levante UD",0,0,-141.87849989373,"L. Aguilar",1902,109,"Levante UD",1902,"LCD","442",27
798,90,55,"13zq8jfp5uydowd3ibknxaffj",0.21,21.42,"SecondHalf","CornerAwarded","Unsuccessful",NA,NA,NA,NA,NA,"8bue3x0liiq5tiky0s63dr40k",0.21,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2760238505,6,"Lalo Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1903,NA,NA,NA,"Levante UD",0,0,0,"L. Aguilar",1903,109,"Levante UD",1903,"LCD","442",27
938,90,55,"4grc9qgcvusllap8h5j6gc5h5",104.79,46.58,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,NA,NA,"djhl1u6idhf6u50lp04xu3f1l",104.79,46.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2760238485,6,"Sergio Lozano",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1904,NA,NA,NA,"Albacete Balompié",0,0,0,"S. Lozano",1904,109,"Levante UD",1904,"Sub","433",21
939,91,20,"4grc9qgcvusllap8h5j6gc5h5",104.475,67.66,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",97.335,38.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4166666666667,2760238619,1,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","92.7","57.0","4.47","29.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1905,NA,NA,NA,"Albacete Balompié",24.6413546733132,0,-103.877529803208,"C. Alvarez",1905,109,"Levante UD",1905,"RW","433",24
799,91,22,"13zq8jfp5uydowd3ibknxaffj",7.665,28.56,"SecondHalf","Aerial","Successful",NA,NA,NA,NA,NA,"2zqi7ohnxx79yzw30vameyl05",7.665,28.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.45,2760238615,44,"Alberto Quiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1906,NA,NA,NA,"Levante UD",0,0,0,"A. Quiles",1906,109,"Levante UD",1906,"Sub","442",21
940,91,22,"4grc9qgcvusllap8h5j6gc5h5",97.335,40.12,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,NA,NA,"8kj8kbwbfiqloxiilj0i00ep6",97.335,40.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.45,2760238623,44,"Ivan Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1907,NA,NA,NA,"Albacete Balompié",0,0,0,"I. Romero",1907,109,"Levante UD",1907,"Sub","433",9
800,91,22,"13zq8jfp5uydowd3ibknxaffj",7.665,26.452,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"2zqi7ohnxx79yzw30vameyl05",26.565,42.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.45,2760238633,12,"Alberto Quiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.3","62.7","0.71","24.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1908,NA,NA,NA,"Levante UD",0,0,40.5733216070644,"A. Quiles",1908,109,"Levante UD",1908,"Sub","442",21
941,91,24,"4grc9qgcvusllap8h5j6gc5h5",74.865,29.512,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"a91clevckra05nq55e1ztezmd",97.755,29.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4833333333333,2760238667,1,"Oriol Rey",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","93.1","42.7","6.26","22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",1909,NA,NA,NA,"Albacete Balompié",21.6849217311584,0,-1.19130016679916,"O. Rey",1909,109,"Levante UD",1909,"CMF","433",20
