"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","qualifiers","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
728,308,42,3,413,36.96,4.42,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 216, 218)",TRUE,395346,64.26,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.05,2718141715,42,"list(type = list(value = c(213, 1, 141, 56, 212, 140), displayName = c(""Angle"", ""Longball"", ""PassEndY"", ""Zone"", ""Length"", ""PassEndX"")), value = c(""0.20"", NA, ""14.6"", ""Right"", ""27.9"", ""61.2""))",NA,NA,NA,"Georgia","Czechia",6,"Giorgi Kochorashvili","MC",TRUE,26.8714862597465,0,11.4067648636818,"G. Kochorashvili",728,40,"Georgia",728
729,396,42,5,332,42.525,57.12,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,363731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0833333333333,2718141723,42,"list(type = list(value = c(56, 233, 285), displayName = c(""Zone"", ""OppositeRelatedEvent"", ""Defensive"")), value = c(""Back"", ""309"", NA))",NA,NA,NA,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,0,0,NA,"J. Zeleny",729,40,"Georgia",729
730,309,42,5,413,62.475,10.88,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,389020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0833333333333,2718141727,42,"list(type = list(value = c(56, 286, 233), displayName = c(""Zone"", ""Offensive"", ""OppositeRelatedEvent"")), value = c(""Right"", NA, ""396""))",NA,NA,NA,"Georgia","Czechia",22,"Georges Mikautadze","FW",TRUE,0,0,NA,"G. Mikautadze",730,40,"Georgia",730
731,397,42,6,332,45.045,55.556,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 216, 218)",TRUE,363731,66.15,46.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,2718141735,42,"list(type = list(value = c(140, 213, 212, 3, 56, 141), displayName = c(""PassEndX"", ""Angle"", ""Length"", ""HeadPass"", ""Zone"", ""PassEndY"")), value = c(""63.0"", ""5.88"", ""23.0"", NA, ""Center"", ""68.4""))",NA,NA,NA,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,22.8972438699267,0,-23.1962969393524,"J. Zeleny",731,40,"Georgia",731
732,310,42,6,413,31.29,14.008,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 139, 36, 38, 215, 218)",TRUE,69335,33.6,5.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,2718141737,42,"list(type = list(value = c(213, 56, 141, 3, 212, 140), displayName = c(""Angle"", ""Zone"", ""PassEndY"", ""HeadPass"", ""Length"", ""PassEndX"")), value = c(""4.99"", ""Back"", ""8.6"", NA, ""8.5"", ""32.0""))",NA,NA,NA,"Georgia","Czechia",4,"Guram Kashia","DC",TRUE,-0.37650178639268,0,-74.1938063993216,"G. Kashia",732,40,"Georgia",732
733,398,42,8,332,73.605,59.228,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,421751,79.275,52.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1333333333333,2718141751,42,"list(type = list(value = c(212, 56, 140, 141, 213), displayName = c(""Length"", ""Zone"", ""PassEndX"", ""PassEndY"", ""Angle"")), value = c(""8.9"", ""Center"", ""75.5"", ""77.1"", ""5.41""))",0.02401521,0.02953272,0.00551751,"Czechia","Georgia",11,"Tomas Cvancara","AMC",TRUE,8.63089751857055,0,-50.17785746076,"T. Cvancara",733,40,"Georgia",733
734,401,42,11,332,73.71,46.716,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,243565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1833333333333,2718141775,42,"list(type = list(value = c(233, 286, 56), displayName = c(""OppositeRelatedEvent"", ""Offensive"", ""Zone"")), value = c(""311"", NA, ""Center""))",NA,NA,NA,"Czechia","Georgia",10,"Patrik Schick","FW",TRUE,0,0,NA,"P. Schick",734,40,"Georgia",734
735,311,42,11,413,31.29,21.284,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,247643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1833333333333,2718141773,42,"list(type = list(value = c(56, 285, 233), displayName = c(""Zone"", ""Defensive"", ""OppositeRelatedEvent"")), value = c(""Back"", NA, ""401""))",NA,NA,NA,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,0,0,NA,"L. Dvali",735,40,"Georgia",735
736,312,42,11,413,23.1,14.416,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,247643,31.5,7.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1833333333333,2718141793,42,"list(type = list(value = c(213, 140, 212, 56, 141), displayName = c(""Angle"", ""PassEndX"", ""Length"", ""Zone"", ""PassEndY"")), value = c(""5.61"", ""30.0"", ""10.8"", ""Back"", ""11.3""))",0.00942382,0.00977659,0.000352770000000001,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,6.13984116959884,0,-38.7096827013756,"L. Dvali",736,40,"Georgia",736
737,312.5,42,12.5,413,31.5,7.684,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,295345,35.07,5.032,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,42.2083333333333,NA,NA,"NULL",0.00977659,0.00977659,0,"Georgia","Czechia",2,"Otar Kakabadze","DMR",TRUE,0,2.37661446721245,-36.6070748126075,"O. Kakabadze",737,40,"Georgia",737
738,313,42,14,413,35.07,5.032,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 124, 36, 37, 216, 218)",TRUE,295345,38.01,7.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2333333333333,2718141811,42,"list(type = list(value = c(140, 212, 155, 141, 213, 56), displayName = c(""PassEndX"", ""Length"", ""Chipped"", ""PassEndY"", ""Angle"", ""Zone"")), value = c(""36.2"", ""3.8"", NA, ""10.9"", ""0.68"", ""Back""))",0.01126267,0.01126267,0,"Georgia","Czechia",2,"Otar Kakabadze","DMR",TRUE,3.61902183519877,0,38.9909940425054,"O. Kakabadze",738,40,"Georgia",738
739,314,42,15,413,41.79,8.772,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 217, 218)",TRUE,395346,74.76,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.25,2718141833,42,"list(type = list(value = c(140, 212, 56, 213, 141, 1), displayName = c(""PassEndX"", ""Length"", ""Zone"", ""Angle"", ""PassEndY"", ""Longball"")), value = c(""71.2"", ""33.0"", ""Right"", ""6.26"", ""12.0"", NA))",NA,NA,NA,"Georgia","Czechia",6,"Giorgi Kochorashvili","MC",TRUE,28.2820603526062,0,-1.06342100574637,"G. Kochorashvili",739,40,"Georgia",739
740,402,42,18,332,29.925,57.052,"FirstHalf","BallRecovery","Successful",NA,NA,NA,"93",FALSE,428031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,2718141837,42,"list()",NA,NA,NA,"Czechia","Georgia",4,"Robin Hranac","DC",TRUE,0,0,NA,"R. Hranac",740,41,"Czechia",740
741,403,42,18,332,29.925,57.052,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,428031,12.495,38.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,2718141861,42,"list(type = list(value = c(212, 56, 213, 141, 140), displayName = c(""Length"", ""Zone"", ""Angle"", ""PassEndY"", ""PassEndX"")), value = c(""25.2"", ""Back"", ""3.95"", ""57.2"", ""11.9""))",0.0105949,0.01082722,0.000232319999999999,"Czechia","Georgia",4,"Robin Hranac","DC",TRUE,-14.1000848983585,0,-133.831254809669,"R. Hranac",741,41,"Czechia",741
742,404,42,22,332,12.495,38.896,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,388668,15.54,23.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3666666666667,2718141881,42,"list(type = list(value = c(213, 212, 140, 56, 141), displayName = c(""Angle"", ""Length"", ""PassEndX"", ""Zone"", ""PassEndY"")), value = c(""4.90"", ""16.1"", ""14.8"", ""Back"", ""34.0""))",0.01082722,0.00977745,-0.00104977,"Czechia","Georgia",1,"Matej Kovar","GK",TRUE,2.51529771605861,0,-79.0754138611246,"M. Kovar",742,41,"Czechia",742
743,404.5,42,23,332,15.54,23.12,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,404203,22.995,19.244,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,42.3833333333333,NA,NA,"NULL",0.00977745,0.01001304,0.000235590000000001,"Czechia","Georgia",2,"David Zima","DC",TRUE,0,6.79715338442914,-27.4708016811778,"D. Zima",743,41,"Czechia",743
744,405,42,24,332,22.995,19.244,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,404203,27.195,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,2718141901,42,"list(type = list(value = c(140, 212, 56, 141, 213), displayName = c(""PassEndX"", ""Length"", ""Zone"", ""PassEndY"", ""Angle"")), value = c(""25.9"", ""15.4"", ""Back"", ""6.5"", ""4.99""))",0.01001304,0.00844854,-0.0015645,"Czechia","Georgia",2,"David Zima","DC",TRUE,0.0838443747021387,0,-74.1812830999126,"D. Zima",744,41,"Czechia",744
745,406,42,27,332,28.56,2.176,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,111372,30.345,29.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.45,2718141951,42,"list(type = list(value = c(140, 213, 56, 141, 212), displayName = c(""PassEndX"", ""Angle"", ""Zone"", ""PassEndY"", ""Length"")), value = c(""28.9"", ""1.51"", ""Back"", ""43.4"", ""27.4""))",0.00977659,0.01132376,0.00154717,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,8.01022363502285,0,86.2639750957155,"V. Coufal",745,41,"Czechia",745
746,407,42,34,332,31.605,30.328,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 38, 217, 218)",TRUE,404245,74.865,20.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5666666666667,2718141959,42,"list(type = list(value = c(155, 56, 141, 213, 140, 212, 1), displayName = c(""Chipped"", ""Zone"", ""PassEndY"", ""Angle"", ""PassEndX"", ""Length"", ""Longball"")), value = c(NA, ""Center"", ""30.3"", ""6.06"", ""71.3"", ""44.3"", NA))",NA,NA,NA,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,40.508456876762,0,-12.6684069231016,"L. Krejci",746,41,"Czechia",746
747,315,42,36,413,30.345,46.172,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,69335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,2718141977,42,"list(type = list(value = c(56, 233, 285), displayName = c(""Zone"", ""OppositeRelatedEvent"", ""Defensive"")), value = c(""Back"", ""408"", NA))",NA,NA,NA,"Georgia","Czechia",4,"Guram Kashia","DC",TRUE,0,0,NA,"G. Kashia",747,42,"Georgia",747
748,408,42,36,332,74.655,21.828,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,243565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,2718141965,42,"list(type = list(value = c(56, 286, 233), displayName = c(""Zone"", ""Offensive"", ""OppositeRelatedEvent"")), value = c(""Center"", NA, ""315""))",NA,NA,NA,"Czechia","Georgia",10,"Patrik Schick","FW",TRUE,0,0,NA,"P. Schick",748,42,"Georgia",748
749,316,42,38,413,30.765,44.132,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 37, 215, 218)",TRUE,69335,21.42,55.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6333333333333,2718141987,42,"list(type = list(value = c(213, 212, 140, 141, 56, 3), displayName = c(""Angle"", ""Length"", ""PassEndX"", ""PassEndY"", ""Zone"", ""HeadPass"")), value = c(""2.25"", ""14.8"", ""20.4"", ""81.8"", ""Back"", NA))",0.01110462,0.00942382,-0.0016808,"Georgia","Czechia",4,"Guram Kashia","DC",TRUE,-11.4087523541797,0,129.1171256732,"G. Kashia",749,42,"Georgia",749
750,317,42,40,413,20.16,56.236,"FirstHalf","BallRecovery","Successful",NA,NA,NA,"93",FALSE,247643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6666666666667,2718141989,42,"list()",NA,NA,NA,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,0,0,NA,"L. Dvali",750,42,"Georgia",750
751,318,42,40,413,20.16,56.236,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,247643,32.025,59.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6666666666667,2718141993,42,"list(type = list(value = c(213, 140, 212, 56, 141), displayName = c(""Angle"", ""PassEndX"", ""Length"", ""Zone"", ""PassEndY"")), value = c(""0.26"", ""30.5"", ""12.3"", ""Back"", ""87.4""))",0.00942382,0.00977659,0.000352770000000001,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,10.4259558809459,0,15.0755881798875,"L. Dvali",751,42,"Georgia",751
752,318.5,42,40.5,413,32.025,59.432,"FirstHalf","Carry","Successful",999,"takeOns","1","NULL",TRUE,404262,28.455,63.24,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,42.675,NA,NA,"NULL",0.0105949,0.00977659,-0.000818310000000001,"Georgia","Czechia",14,"Luka Lochoshvili","DML",TRUE,0,-4.66009679945465,133.152389734005,"L. Lochoshvili",752,42,"Georgia",752
753,319,42,41,413,33.285,59.908,"FirstHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,404262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6833333333333,2718142011,42,"list(type = list(value = c(56, 285, 233), displayName = c(""Zone"", ""Defensive"", ""OppositeRelatedEvent"")), value = c(""Back"", NA, ""409""))",NA,NA,NA,"Georgia","Czechia",14,"Luka Lochoshvili","DML",TRUE,0,0,NA,"L. Lochoshvili",753,42,"Georgia",753
754,409,42,41,332,71.715,8.092,"FirstHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,111372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6833333333333,2718141997,42,"list(type = list(value = c(56, 233, 286), displayName = c(""Zone"", ""OppositeRelatedEvent"", ""Offensive"")), value = c(""Right"", ""319"", NA))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,0,0,NA,"V. Coufal",754,43,"Czechia",754
755,320,42,42,413,28.455,63.24,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 215, 218)",TRUE,404262,33.285,62.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,2718142023,42,"list(type = list(value = c(286, 233, 212, 140, 56, 213, 141), displayName = c(""Offensive"", ""OppositeRelatedEvent"", ""Length"", ""PassEndX"", ""Zone"", ""Angle"", ""PassEndY"")), value = c(NA, ""410"", ""4.9"", ""31.7"", ""Back"", ""6.08"", ""91.5""))",NA,NA,NA,"Georgia","Czechia",14,"Luka Lochoshvili","DML",TRUE,4.87213582853684,0,-11.9245239376119,"L. Lochoshvili",755,43,"Czechia",755
756,410,42,42,332,71.925,4.964,"FirstHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,111372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,2718142013,42,"list(type = list(value = c(56, 233, 285), displayName = c(""Zone"", ""OppositeRelatedEvent"", ""Defensive"")), value = c(""Right"", ""320"", NA))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,0,0,NA,"V. Coufal",756,43,"Czechia",756
757,411,42,45,332,69.72,4.012,"FirstHalf","BallRecovery","Successful",NA,NA,NA,"93",FALSE,143595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.75,2718142033,42,"list()",NA,NA,NA,"Czechia","Georgia",22,"Tomas Soucek","MC",TRUE,0,0,NA,"T. Soucek",757,43,"Czechia",757
758,412,42,46,332,72.45,5.032,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,143595,86.205,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7666666666667,2718142051,42,"list(type = list(value = c(56, 213, 141, 140, 212), displayName = c(""Zone"", ""Angle"", ""PassEndY"", ""PassEndX"", ""Length"")), value = c(""Right"", ""0.04"", ""8.2"", ""82.1"", ""13.8""))",0.02122129,0.02756312,0.00634183,"Czechia","Georgia",22,"Tomas Soucek","MC",TRUE,9.49744299691388,0,2.26482503883507,"T. Soucek",758,43,"Czechia",758
759,413,42,48,332,86.205,4.828,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,383685,100.485,5.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,2718142085,42,"list(type = list(value = c(140, 56, 212, 213, 141), displayName = c(""PassEndX"", ""Zone"", ""Length"", ""Angle"", ""PassEndY"")), value = c(""95.7"", ""Right"", ""14.3"", ""0.06"", ""8.3""))",0.03485072,0.0379259,0.00307518,"Czechia","Georgia",14,"Lukas Provod","AMC",TRUE,5.98921317215857,0,3.27048792318356,"L. Provod",759,43,"Czechia",759
760,414,42,51,332,100.485,5.644,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 124, 126, 35, 37, 217, 218)",TRUE,111372,93.765,41.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.85,2718142117,42,"list(type = list(value = c(141, 155, 1, 213, 2, 56, 212, 140), displayName = c(""PassEndY"", ""Chipped"", ""Longball"", ""Angle"", ""Cross"", ""Zone"", ""Length"", ""PassEndX"")), value = c(""60.5"", NA, NA, ""1.76"", NA, ""Center"", ""36.1"", ""89.3""))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,15.4013715942318,0,100.720198697236,"V. Coufal",760,43,"Czechia",760
761,322,42,55,413,9.555,28.424,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,295345,0,19.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9166666666667,2718142129,42,"list(type = list(value = c(212, 140, 56, 15, 213, 141), displayName = c(""Length"", ""PassEndX"", ""Zone"", ""Head"", ""Angle"", ""PassEndY"")), value = c(""13.8"", ""0.0"", ""Back"", NA, ""3.81"", ""29.2""))",NA,NA,NA,"Georgia","Czechia",2,"Otar Kakabadze","DMR",TRUE,0,0,-138.117316297567,"O. Kakabadze",761,43,"Czechia",761
762,323,42,56,413,3.465,22.508,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,295345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9333333333333,2718142157,42,"list(type = list(value = c(233, 73, 56), displayName = c(""OppositeRelatedEvent"", ""MissLeft"", ""Zone"")), value = c(""415"", NA, ""Back""))",NA,NA,NA,"Georgia","Czechia",2,"Otar Kakabadze","DMR",TRUE,0,0,NA,"O. Kakabadze",762,43,"Czechia",762
763,415,42,56,332,101.535,45.492,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,111372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9333333333333,2718142147,42,"list(type = list(value = c(56, 73, 233), displayName = c(""Zone"", ""MissLeft"", ""OppositeRelatedEvent"")), value = c(""Center"", NA, ""323""))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,0,0,NA,"V. Coufal",763,43,"Czechia",763
764,416,43,34,332,104.475,67.66,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 124, 126, 31, 33, 34, 35, 38, 217, 218)",TRUE,383685,92.715,37.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5666666666667,2718142443,43,"list(type = list(value = c(1, 6, 2, 212, 141, 56, 213, 155, 140), displayName = c(""Longball"", ""CornerTaken"", ""Cross"", ""Length"", ""PassEndY"", ""Zone"", ""Angle"", ""Chipped"", ""PassEndX"")), value = c(NA, NA, NA, ""32.1"", ""55.5"", ""Center"", ""4.34"", NA, ""88.3""))",NA,NA,NA,"Czechia","Georgia",14,"Lukas Provod","AMC",TRUE,20.8224108961664,0,-111.457215321065,"L. Provod",764,43,"Czechia",764
765,324,43,38,413,12.18,27.676,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,395346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6333333333333,2718142473,43,"list(type = list(value = 56, displayName = ""Zone""), value = ""Back"")",NA,NA,NA,"Georgia","Czechia",6,"Giorgi Kochorashvili","MC",TRUE,0,0,NA,"G. Kochorashvili",765,43,"Czechia",765
766,325,43,38,413,12.18,28.084,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,295346,32.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6333333333333,2718142491,43,"list(type = list(value = c(56, 141, 213, 140, 212), displayName = c(""Zone"", ""PassEndY"", ""Angle"", ""PassEndX"", ""Length"")), value = c(""Back"", ""0.0"", ""5.33"", ""31.4"", ""36.0""))",NA,NA,NA,"Georgia","Czechia",15,"Giorgi Gvelesiani","DC",TRUE,0,0,-53.4882250084578,"G. Gvelesiani",766,43,"Czechia",766
767,420,44,8,332,74.34,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 217)",TRUE,363731,73.92,60.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1333333333333,2718142707,44,"list(type = list(value = c(56, 212, 213, 107, 140, 141), displayName = c(""Zone"", ""Length"", ""Angle"", ""ThrowIn"", ""PassEndX"", ""PassEndY"")), value = c(""Left"", ""8.2"", ""4.66"", NA, ""70.4"", ""89.6""))",0.02122129,0.02122129,0,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,4.65969468969033,0,-93.3987549556805,"J. Zeleny",767,43,"Czechia",767
768,421,44,9,332,73.92,62.628,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,421751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.15,2718142767,44,"list(type = list(value = c(13, 56, 233, 286), displayName = c(""Foul"", ""Zone"", ""OppositeRelatedEvent"", ""Offensive"")), value = c(NA, ""Left"", ""327"", NA))",NA,NA,NA,"Czechia","Georgia",11,"Tomas Cvancara","AMC",TRUE,0,0,NA,"T. Cvancara",768,43,"Czechia",768
769,327,44,9,413,31.08,5.372,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,395346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.15,2718142727,44,"list(type = list(value = c(285, 233, 13, 56), displayName = c(""Defensive"", ""OppositeRelatedEvent"", ""Foul"", ""Zone"")), value = c(NA, ""421"", NA, ""Back""))",NA,NA,NA,"Georgia","Czechia",6,"Giorgi Kochorashvili","MC",TRUE,0,0,NA,"G. Kochorashvili",769,43,"Czechia",769
770,422,44,18,332,73.29,61.404,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 132, 205, 36, 38, 217, 218)",TRUE,363731,90.72,60.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,2718142785,44,"list(type = list(value = c(140, 5, 213, 56, 141, 212), displayName = c(""PassEndX"", ""FreekickTaken"", ""Angle"", ""Zone"", ""PassEndY"", ""Length"")), value = c(""86.4"", NA, ""6.23"", ""Left"", ""88.9"", ""17.5""))",0.02122129,0.03485072,0.01362943,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,11.8502744441385,0,-3.12630173567908,"J. Zeleny",770,43,"Czechia",770
771,423,44,20,332,90.72,60.452,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 124, 125, 36, 38, 217, 218)",TRUE,383685,94.815,20.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3333333333333,2718142795,44,"list(type = list(value = c(1, 212, 155, 213, 2, 141, 56, 140), displayName = c(""Longball"", ""Length"", ""Chipped"", ""Angle"", ""Cross"", ""PassEndY"", ""Zone"", ""PassEndX"")), value = c(NA, ""39.9"", NA, ""4.82"", NA, ""30.6"", ""Center"", ""90.3""))",0.03485072,0.05491138,0.02006066,"Czechia","Georgia",14,"Lukas Provod","AMC",TRUE,13.3941582981064,0,-84.1025866773476,"L. Provod",771,43,"Czechia",771
772,424,44,22,332,95.445,21.012,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 35, 37, 217, 218)",TRUE,404245,92.925,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3666666666667,2718142799,44,"list(type = list(value = c(141, 3, 56, 213, 140, 212), displayName = c(""PassEndY"", ""HeadPass"", ""Zone"", ""Angle"", ""PassEndX"", ""Length"")), value = c(""51.5"", NA, ""Center"", ""1.75"", ""88.5"", ""14.2""))",NA,NA,NA,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,4.00608244243607,0,100.198268549259,"L. Krejci",772,43,"Czechia",772
773,328,44,23,413,5.145,39.168,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,247643,12.285,32.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3833333333333,2718142811,44,"list(type = list(value = c(140, 213, 212, 15, 141, 56), displayName = c(""PassEndX"", ""Angle"", ""Length"", ""Head"", ""PassEndY"", ""Zone"")), value = c(""11.7"", ""5.56"", ""9.5"", NA, ""48.4"", ""Back""))",NA,NA,NA,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,0,0,-41.2245341757102,"L. Dvali",773,44,"Georgia",773
774,329,44,24,413,13.545,30.532,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,283760,37.065,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,2718142823,44,"list(type = list(value = c(140, 15, 56, 213, 141, 212), displayName = c(""PassEndX"", ""Head"", ""Zone"", ""Angle"", ""PassEndY"", ""Length"")), value = c(""35.3"", NA, ""Back"", ""6.27"", ""44.5"", ""23.5""))",NA,NA,NA,"Georgia","Czechia",17,"Otar Kiteishvili","MC",TRUE,0,0,-0.662574716218768,"O. Kiteishvili",774,44,"Georgia",774
